tipo,score,name_sim,cat_sim,med_sim,est_sim,col_sim,mat_sim,fab_sim,cod_sim,des_sim,items_sim,precio_diff,precio_rel,costo_diff,costo_rel,id1,local1,nombre1,categoria1,medida1,estado1,color1,material1,fabricante1,codigo1,descripcion1,precio_venta1,precio_costo1,cantidad1,is_combo1,items_sig1,id2,local2,nombre2,categoria2,medida2,estado2,color2,material2,fabricante2,codigo2,descripcion2,precio_venta2,precio_costo2,cantidad2,is_combo2,items_sig2
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33000.0,0.3014,0.0,0.0,162,Longchamps,despensero,cocina,40cm,Nuevo,,pino,pinitos,,,76500.00,0.00,3,0,,362,Vidriera,despensero,cocina,80cm,Nuevo,,pino,pinitos,,,109500.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33000.0,0.3014,0.0,0.0,361,Vidriera,despensero,cocina,40cm,Nuevo,,pino,pinitos,,,76500.00,0.00,0,0,,2,Estacion,despensero,cocina,80cm,Nuevo,,pino,pinitos,,,109500.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33000.0,0.3014,0.0,0.0,361,Vidriera,despensero,cocina,40cm,Nuevo,,pino,pinitos,,,76500.00,0.00,0,0,,161,Longchamps,despensero,cocina,80cm,Nuevo,,pino,pinitos,,,109500.00,0.00,3,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33000.0,0.3014,0.0,0.0,361,Vidriera,despensero,cocina,40cm,Nuevo,,pino,pinitos,,,76500.00,0.00,0,0,,362,Vidriera,despensero,cocina,80cm,Nuevo,,pino,pinitos,,,109500.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3000.0,0.0952,0.0,0.0,49,Estacion,quesera,cocina,60cm,Nuevo,,,machuca,,,31500.00,0.00,1,0,,48,Estacion,quesera,cocina,40cm,Nuevo,,,machuca,,,28500.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3000.0,0.0952,0.0,0.0,181,Longchamps,quesera,cocina,40cm,Nuevo,,pino,quesera,,,28500.00,0.00,8,0,,182,Longchamps,quesera,cocina,60cm,Nuevo,,pino,quesera,,,31500.00,0.00,5,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5300.0,0.1054,0.0,0.0,142,Longchamps,biblioteca,living,60cm,Nuevo,,pino,pinitos,,,45000.00,0.00,1,0,,143,Longchamps,biblioteca,living,80cm,Nuevo,,pino,pinitos,,,50300.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5300.0,0.1054,0.0,0.0,142,Longchamps,biblioteca,living,60cm,Nuevo,,pino,pinitos,,,45000.00,0.00,1,0,,368,Vidriera,biblioteca,living,80cm,Nuevo,,pino,pinitos,,,50300.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6700.0,0.1489,0.0,0.0,142,Longchamps,biblioteca,living,60cm,Nuevo,,pino,pinitos,,,45000.00,0.00,1,0,,141,Longchamps,biblioteca,living,40cm,Nuevo,,pino,pinitos,,,38300.00,0.00,2,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6700.0,0.1489,0.0,0.0,142,Longchamps,biblioteca,living,60cm,Nuevo,,pino,pinitos,,,45000.00,0.00,1,0,,366,Vidriera,biblioteca,living,40cm,Nuevo,,pino,pinitos,,,38300.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5300.0,0.1054,0.0,0.0,367,Vidriera,biblioteca,living,60cm,Nuevo,,pino,pinitos,,,45000.00,0.00,1,0,,143,Longchamps,biblioteca,living,80cm,Nuevo,,pino,pinitos,,,50300.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5300.0,0.1054,0.0,0.0,367,Vidriera,biblioteca,living,60cm,Nuevo,,pino,pinitos,,,45000.00,0.00,1,0,,368,Vidriera,biblioteca,living,80cm,Nuevo,,pino,pinitos,,,50300.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6700.0,0.1489,0.0,0.0,367,Vidriera,biblioteca,living,60cm,Nuevo,,pino,pinitos,,,45000.00,0.00,1,0,,141,Longchamps,biblioteca,living,40cm,Nuevo,,pino,pinitos,,,38300.00,0.00,2,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6700.0,0.1489,0.0,0.0,367,Vidriera,biblioteca,living,60cm,Nuevo,,pino,pinitos,,,45000.00,0.00,1,0,,366,Vidriera,biblioteca,living,40cm,Nuevo,,pino,pinitos,,,38300.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12000.0,0.2386,0.0,0.0,143,Longchamps,biblioteca,living,80cm,Nuevo,,pino,pinitos,,,50300.00,0.00,1,0,,141,Longchamps,biblioteca,living,40cm,Nuevo,,pino,pinitos,,,38300.00,0.00,2,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12000.0,0.2386,0.0,0.0,143,Longchamps,biblioteca,living,80cm,Nuevo,,pino,pinitos,,,50300.00,0.00,1,0,,366,Vidriera,biblioteca,living,40cm,Nuevo,,pino,pinitos,,,38300.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12000.0,0.2386,0.0,0.0,368,Vidriera,biblioteca,living,80cm,Nuevo,,pino,pinitos,,,50300.00,0.00,1,0,,141,Longchamps,biblioteca,living,40cm,Nuevo,,pino,pinitos,,,38300.00,0.00,2,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12000.0,0.2386,0.0,0.0,368,Vidriera,biblioteca,living,80cm,Nuevo,,pino,pinitos,,,50300.00,0.00,1,0,,366,Vidriera,biblioteca,living,40cm,Nuevo,,pino,pinitos,,,38300.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3500.0,0.0875,0.0,0.0,172,Longchamps,mesa,comedor,70cm,Nuevo,,pino,ramon,,,36500.00,0.00,1,0,,30,Estacion,mesa,comedor,80cm,Nuevo,,pino,ramon,,,40000.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3500.0,0.0875,0.0,0.0,172,Longchamps,mesa,comedor,70cm,Nuevo,,pino,ramon,,,36500.00,0.00,1,0,,584,Estacion,mesa,comedor,40cm,Nuevo,,pino,ramon,,,40000.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3500.0,0.0875,0.0,0.0,29,Estacion,mesa,comedor,70cm,Nuevo,,pino,ramon,,,36500.00,0.00,1,0,,30,Estacion,mesa,comedor,80cm,Nuevo,,pino,ramon,,,40000.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3500.0,0.0875,0.0,0.0,29,Estacion,mesa,comedor,70cm,Nuevo,,pino,ramon,,,36500.00,0.00,1,0,,584,Estacion,mesa,comedor,40cm,Nuevo,,pino,ramon,,,40000.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,30,Estacion,mesa,comedor,80cm,Nuevo,,pino,ramon,,,40000.00,0.00,1,0,,584,Estacion,mesa,comedor,40cm,Nuevo,,pino,ramon,,,40000.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6800.0,0.1212,0.0,0.0,266,Longchamps,alacena,cocina,40cm,Nuevo,,pino,,,,49300.00,0.00,1,0,,268,Longchamps,alacena,cocina,80cm,Nuevo,,pino,,,,56100.00,0.00,1,0,
producto,0.9783,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15000.0,0.25,0.0,0.0,337,Vidriera,respaldo con boton,dormitorio,2plazas,Nuevo,negro,pana,pelado,,,60000.00,0.00,2,0,,339,Vidriera,respaldo con boton,dormitorio,11/2plaza,Nuevo,negro,pana,pelado,,,45000.00,0.00,1,0,
producto,0.9773,0.913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14000.0,0.1772,0.0,0.0,98,Longchamps,colchon estandar 13alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,65000.00,0.00,1,0,,209,Vidriera,colchon standard 17alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,79000.00,0.00,1,0,
producto,0.9773,0.913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14000.0,0.1772,0.0,0.0,98,Longchamps,colchon estandar 13alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,65000.00,0.00,1,0,,66,Estacion,colchon standard 17alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,79000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27700.0,0.4104,0.0,0.0,39,Estacion,cama,dormitorio,2 1/2 plazas,Nuevo,,pino,,,,67500.00,0.00,1,0,,38,Estacion,cama,dormitorio,1 plaza,Nuevo,,pino,,,,39800.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27700.0,0.4104,0.0,0.0,39,Estacion,cama,dormitorio,2 1/2 plazas,Nuevo,,pino,,,,67500.00,0.00,1,0,,495,Vidriera,cama,dormitorio,1 plaza,Nuevo,,pino,,,,39800.00,0.00,0,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27700.0,0.4104,0.0,0.0,283,Vidriera,cama,dormitorio,2 1/2 plazas,Nuevo,,pino,,,,67500.00,0.00,1,0,,38,Estacion,cama,dormitorio,1 plaza,Nuevo,,pino,,,,39800.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27700.0,0.4104,0.0,0.0,283,Vidriera,cama,dormitorio,2 1/2 plazas,Nuevo,,pino,,,,67500.00,0.00,1,0,,495,Vidriera,cama,dormitorio,1 plaza,Nuevo,,pino,,,,39800.00,0.00,0,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81000.0,0.3227,0.0,0.0,72,Estacion,colchon silver,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,170000.00,0.00,1,0,,83,Estacion,colchon silver,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,251000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81000.0,0.3227,0.0,0.0,72,Estacion,colchon silver,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,170000.00,0.00,1,0,,113,Longchamps,colchon silver,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,251000.00,0.00,5,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81000.0,0.3227,0.0,0.0,72,Estacion,colchon silver,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,170000.00,0.00,1,0,,233,Vidriera,colchon silver,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,251000.00,0.00,2,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81000.0,0.3227,0.0,0.0,212,Vidriera,colchon silver,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,170000.00,0.00,1,0,,83,Estacion,colchon silver,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,251000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81000.0,0.3227,0.0,0.0,212,Vidriera,colchon silver,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,170000.00,0.00,1,0,,113,Longchamps,colchon silver,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,251000.00,0.00,5,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81000.0,0.3227,0.0,0.0,212,Vidriera,colchon silver,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,170000.00,0.00,1,0,,233,Vidriera,colchon silver,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,251000.00,0.00,2,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130000.0,0.3467,0.0,0.0,100,Longchamps,colchon palace con pillow,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,245000.00,0.00,1,0,,235,Vidriera,colchon palace con pillow,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,375000.00,0.00,2,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130000.0,0.3467,0.0,0.0,70,Estacion,colchon palace con pillow,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,245000.00,0.00,1,0,,235,Vidriera,colchon palace con pillow,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,375000.00,0.00,2,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110000.0,0.3492,0.0,0.0,217,Vidriera,colchon super lujo,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,205000.00,0.00,2,0,,115,Longchamps,colchon super lujo,dormitorio,2 1/2 plazas,Nuevo,,espuma,taurus,,,315000.00,0.00,7,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110000.0,0.3492,0.0,0.0,217,Vidriera,colchon super lujo,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,205000.00,0.00,2,0,,82,Estacion,colchon super lujo,dormitorio,2 1/2 plazas,Nuevo,,espuma,taurus,,,315000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110000.0,0.3492,0.0,0.0,217,Vidriera,colchon super lujo,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,205000.00,0.00,2,0,,236,Vidriera,colchon super lujo,dormitorio,2 1/2 plazas,Nuevo,,espuma,taurus,,,315000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110000.0,0.3492,0.0,0.0,71,Estacion,colchon super lujo,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,205000.00,0.00,1,0,,115,Longchamps,colchon super lujo,dormitorio,2 1/2 plazas,Nuevo,,espuma,taurus,,,315000.00,0.00,7,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110000.0,0.3492,0.0,0.0,71,Estacion,colchon super lujo,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,205000.00,0.00,1,0,,82,Estacion,colchon super lujo,dormitorio,2 1/2 plazas,Nuevo,,espuma,taurus,,,315000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110000.0,0.3492,0.0,0.0,71,Estacion,colchon super lujo,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,205000.00,0.00,1,0,,236,Vidriera,colchon super lujo,dormitorio,2 1/2 plazas,Nuevo,,espuma,taurus,,,315000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,105000.0,0.3333,0.0,0.0,114,Longchamps,colchon palace sin pillow,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,315000.00,0.00,1,0,,69,Estacion,colchon palace sin pillow,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,210000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,165000.0,0.3438,0.0,0.0,160,Longchamps,colchon gold jackard con pillow,dormitorio,2 1/2 plazas,Nuevo,,espuma,taurus,,,480000.00,0.00,2,0,,103,Longchamps,colchon gold jackard con pillow,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,315000.00,0.00,2,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,105000.0,0.3333,0.0,0.0,69,Estacion,colchon palace sin pillow,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,210000.00,0.00,1,0,,234,Vidriera,colchon palace sin pillow,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,315000.00,0.00,2,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130000.0,0.3467,0.0,0.0,84,Estacion,colchon palace doble pillow,dormitorio,2 1/2 plazas,Nuevo,,resorte,taurus,,,375000.00,0.00,1,0,,214,Vidriera,colchon palace doble pillow,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,245000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160000.0,0.3902,0.0,0.0,216,Vidriera,colchon gold jackard,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,250000.00,0.00,1,0,,238,Vidriera,colchon gold jackard,dormitorio,2 1/2 plazas,Nuevo,,espuma,taurus,,,410000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33000.0,0.2075,0.0,0.0,218,Vidriera,box,dormitorio,1 plaza,Nuevo,negro,chenille,taurus,,,126000.00,0.00,2,0,,256,Vidriera,box,dormitorio,2 1/2 plazas,Nuevo,negro,chenille,taurus,,,159000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33000.0,0.2075,0.0,0.0,218,Vidriera,box,dormitorio,1 plaza,Nuevo,negro,chenille,taurus,,,126000.00,0.00,2,0,,96,Longchamps,box,dormitorio,2 1/2 plazas,Nuevo,negro,chenille,taurus,,,159000.00,0.00,26,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33000.0,0.2075,0.0,0.0,94,Longchamps,box,dormitorio,1 plaza,Nuevo,negro,chenille,taurus,,,126000.00,0.00,9,0,,256,Vidriera,box,dormitorio,2 1/2 plazas,Nuevo,negro,chenille,taurus,,,159000.00,0.00,1,0,
producto,0.9771,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33000.0,0.2075,0.0,0.0,94,Longchamps,box,dormitorio,1 plaza,Nuevo,negro,chenille,taurus,,,126000.00,0.00,9,0,,96,Longchamps,box,dormitorio,2 1/2 plazas,Nuevo,negro,chenille,taurus,,,159000.00,0.00,26,0,
producto,0.9765,0.9355,1.0,1.0,1.0,1.0,1.0,0.9231,1.0,1.0,1.0,70000.0,0.1458,0.0,0.0,102,Longchamps,colchon gold jackard sin pillow,dormitorio,2 1/2 plazas,Nuevo,,espuma,taurus,,,410000.00,0.00,9,0,,240,Vidriera,colchon gold jackard con pillow,dormitorio,2 1/2 plazas,Nuevo,,espuma,taururs,,,480000.00,0.00,1,0,
producto,0.9765,0.9355,1.0,1.0,1.0,1.0,1.0,0.9231,1.0,1.0,1.0,70000.0,0.1458,0.0,0.0,79,Estacion,colchon gold jackard sin pillow,dormitorio,2 1/2 plazas,Nuevo,,espuma,taurus,,,410000.00,0.00,1,0,,240,Vidriera,colchon gold jackard con pillow,dormitorio,2 1/2 plazas,Nuevo,,espuma,taururs,,,480000.00,0.00,1,0,
producto,0.9763,1.0,1.0,1.0,1.0,0.7273,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,501,Longchamps,alacena,cocina,"1,20m",Nuevo,blanco y avellana,melamina,mosconi,,,121500.00,0.00,1,0,,502,Longchamps,alacena,cocina,"1,20m",Nuevo,blanco y venezia,melamina,mosconi,,,121500.00,0.00,1,0,
producto,0.9751,0.9787,1.0,0.7778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26000.0,0.2476,0.0,0.0,209,Vidriera,colchon standard 17alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,79000.00,0.00,1,0,,76,Estacion,colchon standard 17 alto,dormitorio,1 1/2 plaza,Nuevo,,espuma,taurus,,,105000.00,0.00,2,0,
producto,0.9751,0.9787,1.0,0.7778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26000.0,0.2476,0.0,0.0,66,Estacion,colchon standard 17alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,79000.00,0.00,1,0,,76,Estacion,colchon standard 17 alto,dormitorio,1 1/2 plaza,Nuevo,,espuma,taurus,,,105000.00,0.00,2,0,
producto,0.9749,1.0,1.0,0.7778,1.0,1.0,0.9333,1.0,1.0,1.0,1.0,28000.0,0.1414,0.0,0.0,72,Estacion,colchon silver,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,170000.00,0.00,1,0,,223,Vidriera,colchon silver,dormitorio,1 1/2 plaza,Nuevo,,resortes,taurus,,,198000.00,0.00,0,0,
producto,0.9749,1.0,1.0,0.7778,1.0,1.0,0.9333,1.0,1.0,1.0,1.0,28000.0,0.1414,0.0,0.0,212,Vidriera,colchon silver,dormitorio,1 plaza,Nuevo,,resorte,taurus,,,170000.00,0.00,1,0,,223,Vidriera,colchon silver,dormitorio,1 1/2 plaza,Nuevo,,resortes,taurus,,,198000.00,0.00,0,0,
producto,0.9748,0.9032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,211000.0,0.39,0.0,0.0,271,Vidriera,termotanque 80l,electrodomesticos,,Nuevo,,gas,escorial,,,330000.00,0.00,2,0,,273,Vidriera,termotanque 120l,electrodomesticos,,Nuevo,,gas,escorial,,,541000.00,0.00,1,0,
producto,0.9742,0.9565,1.0,0.8333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69800.0,0.2815,0.0,0.0,442,Vidriera,placard dakar 2 puertas,dormitorio,57x181,Nuevo,bambu,melamina,mosconi,,,178200.00,0.00,1,0,,443,Vidriera,placard dakar 3 puertas,dormitorio,85x181,Nuevo,bambu,melamina,mosconi,,,248000.00,0.00,1,0,
combo,0.9736,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,0.9533,190000.0,0.314,0.0,0.0,598,Longchamps,conjunto colchon gold jackard con pillow,conjuntos,2 1/2 plazas,Nuevo,,espuma,taurus,,,605000.00,0.00,0,1,"box|box|2 1 2 plazas|nuevo|negro|taurus:1,colchon gold jackard con pillow|colchones|2 1 2 plazas|nuevo||taurus:1",593,Longchamps,conjunto colchon gold jackard con pillow,conjuntos,1 plaza,Nuevo,,espuma,taurus,,,415000.00,0.00,0,1,"box|box|1 plaza|nuevo|negro|taurus:1,colchon gold jackard con pillow|colchones|1 plaza|nuevo||taurus:1"
producto,0.973,1.0,1.0,1.0,1.0,0.6897,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500,Longchamps,alacena,cocina,"1,20m",Nuevo,blanco malta,melamina,mosconi,,,121500.00,0.00,1,0,,501,Longchamps,alacena,cocina,"1,20m",Nuevo,blanco y avellana,melamina,mosconi,,,121500.00,0.00,1,0,
producto,0.973,1.0,1.0,1.0,1.0,0.6897,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,507,Longchamps,bajo mesada,cocina,"1,20m",Nuevo,blanco malta,melamina,mosconi,,,176000.00,0.00,1,0,,509,Longchamps,bajo mesada,cocina,"1,20m",Nuevo,blanco y avellana,melamina,mosconi,,,176000.00,0.00,1,0,
combo,0.9729,1.0,1.0,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,0.9488,190000.0,0.314,0.0,0.0,593,Longchamps,conjunto colchon gold jackard con pillow,conjuntos,1 plaza,Nuevo,,espuma,taurus,,,415000.00,0.00,0,1,"box|box|1 plaza|nuevo|negro|taurus:1,colchon gold jackard con pillow|colchones|1 plaza|nuevo||taurus:1",635,Vidriera,conjunto colchon gold jackard con pillow,conjuntos,2 1/2 plazas,Nuevo,,espuma,taurus,,,605000.00,0.00,0,1,"box|box|2 1 2 plazas|nuevo|negro|taurus:1,colchon gold jackard con pillow|colchones|2 1 2 plazas|nuevo||taururs:1"
producto,0.9722,0.9474,1.0,1.0,1.0,1.0,1.0,0.8387,1.0,1.0,1.0,0.0,0.0,0.0,0.0,295,Vidriera,silla abby,comedor,,Nuevo,,caño,seleccion muebres,,,90000.00,0.00,6,0,,682,Longchamps,silla aby,comedor,,Nuevo,,caño,seccion mueble,,,90000.00,0.00,6,0,
combo,0.972,0.9615,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.9688,77000.0,0.2299,0.0,0.0,456,Longchamps,"combo bajo,alacena y mesada",cocina,"1,60m",Nuevo,.,pino,.,,,335000.00,0.00,0,1,"alacena|mueble|1 60m|nuevo||:1,bajo mesada|mueble|1 60m|nuevo||:1,mesada|mesadas|1 60m|nuevo||:1",457,Longchamps,"combo bajo,alacena,mesada",cocina,"1,20m",Nuevo,.,pino,.,,,258000.00,0.00,0,1,"alacena|mueble|1 20m|nuevo||:1,bajo mesada|mueble|1 20m|nuevo||:1,mesada|mesadas|1 20m|nuevo||:1"
combo,0.972,0.9615,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.9688,37000.0,0.1254,0.0,0.0,458,Longchamps,"combo bajo,alacena y mesada",cocina,"1,40m",Nuevo,.,pino,.,,,295000.00,0.00,0,1,"alacena|mueble|1 40m|nuevo||:1,bajo mesada|mueble|1 40m|nuevo||:1,mesada|mesadas|1 40m|nuevo||:1",457,Longchamps,"combo bajo,alacena,mesada",cocina,"1,20m",Nuevo,.,pino,.,,,258000.00,0.00,0,1,"alacena|mueble|1 20m|nuevo||:1,bajo mesada|mueble|1 20m|nuevo||:1,mesada|mesadas|1 20m|nuevo||:1"
producto,0.9716,1.0,1.0,0.75,1.0,1.0,1.0,0.9231,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,Estacion,porta micro bajo,cocina,60cm,Nuevo,,pino,pinitos,,,85500.00,0.00,1,0,,379,Vidriera,porta micro bajo,cocina,80cm,Nuevo,,pino,pinito,,,85500.00,0.00,1,0,
producto,0.971,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16500.0,0.292,0.0,0.0,175,Longchamps,mesa,comedor,"1,40m",Nuevo,,pino,ramon,,,56500.00,0.00,3,0,,584,Estacion,mesa,comedor,40cm,Nuevo,,pino,ramon,,,40000.00,0.00,1,0,
producto,0.971,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16500.0,0.292,0.0,0.0,411,Estacion,mesa,comedor,"1,40m",Nuevo,,pino,ramon,,,56500.00,0.00,1,0,,584,Estacion,mesa,comedor,40cm,Nuevo,,pino,ramon,,,40000.00,0.00,1,0,
