cluster,id,local,old_nombre,new_nombre,old_precio_venta,new_precio_venta,old_precio_costo,new_precio_costo,old_categoria,new_categoria,old_medida,new_medida,old_estado,new_estado,old_color,new_color,old_material,new_material,old_fabricante,new_fabricante,old_codigo,new_codigo,old_descripcion,new_descripcion,is_combo
185,22,Estacion,cajonera 7 cajones,cajonera 6 cajones,65000.00,65000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
185,137,Longchamps,cajonera 6 cajones,cajonera 6 cajones,59000.00,65000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
185,136,Longchamps,cajonera 5 cajones,cajonera 6 cajones,52000.00,65000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
185,138,Longchamps,cajonera 7 cajones,cajonera 6 cajones,65000.00,65000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
185,374,Vidriera,cajonera 6 cajones,cajonera 6 cajones,59000.00,65000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
185,375,Vidriera,cajonera 7 cajones,cajonera 6 cajones,65000.00,65000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
185,376,Vidriera,cajonera 5 cajones,cajonera 6 cajones,52000.00,65000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
186,29,Estacion,mesa,mesa,36500.00,36500.0,0.00,0.0,comedor,comedor,70cm,70cm,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
186,172,Longchamps,mesa,mesa,36500.00,36500.0,0.00,0.0,comedor,comedor,70cm,70cm,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
189,27,Estacion,silla hindu,silla hindu,25000.00,25000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
189,126,Longchamps,silla hindu,silla hindu,25000.00,25000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
191,24,Estacion,cajonera asia,cajonera asia,70000.00,70000.0,0.00,0.0,dormitorio,dormitorio,1m,1m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
191,372,Vidriera,cajonera asia,cajonera asia,70000.00,70000.0,0.00,0.0,dormitorio,dormitorio,1m,1m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
194,38,Estacion,cama,cama,39800.00,39800.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,pino,pino,,,,,,,0
194,495,Vidriera,cama,cama,39800.00,39800.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,pino,pino,,,,,,,0
195,23,Estacion,cajonera asia,cajonera asia,60000.00,60000.0,0.00,0.0,dormitorio,dormitorio,80cm,80cm,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
195,373,Vidriera,cajonera asia,cajonera asia,60000.00,60000.0,0.00,0.0,dormitorio,dormitorio,80cm,80cm,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
198,14,Estacion,alacena,alacena,69700.00,69700.0,45000.00,45000.0,cocina,cocina,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
198,278,Longchamps,alacena,alacena,69700.00,69700.0,0.00,45000.0,cocina,cocina,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,,pinitos,,,,,0
198,370,Vidriera,alacena,alacena,69700.00,69700.0,0.00,45000.0,cocina,cocina,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,pinito,pinitos,,,,,0
202,13,Estacion,bajo mesada,bajo mesada,108800.00,108800.0,0.00,0.0,cocina,cocina,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
202,261,Longchamps,bajo mesada,bajo mesada,108800.00,108800.0,0.00,0.0,cocina,cocina,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,,pinitos,,,,,0
202,369,Vidriera,bajo mesada,bajo mesada,108800.00,108800.0,0.00,0.0,cocina,cocina,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,pinito,pinitos,,,,,0
203,55,Estacion,termotanque 45l,termotanque 45l,294000.00,294000.0,0.00,0.0,electrodomesticos,electrodomesticos,,,Nuevo,Nuevo,,,gas,gas,escorial,escorial,,,,,0
203,269,Vidriera,termotanque 45l,termotanque 45l,294000.00,294000.0,0.00,0.0,electrodomesticos,electrodomesticos,,,Nuevo,Nuevo,,,gas,gas,escorial,escorial,,,,,0
204,46,Estacion,mesa plegable,mesa plegable,69000.00,69000.0,0.00,0.0,comedor,comedor,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
204,121,Longchamps,mesa plegable,mesa plegable,69000.00,69000.0,0.00,0.0,comedor,comedor,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
204,312,Vidriera,mesa plegable,mesa plegable,69000.00,69000.0,0.00,0.0,comedor,comedor,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
205,43,Estacion,mesa plegable,mesa plegable,62000.00,62000.0,0.00,0.0,comedor,comedor,"1,50m","1,50m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
205,122,Longchamps,mesa plegable,mesa plegable,62000.00,62000.0,0.00,0.0,comedor,comedor,"1,50m","1,50m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
206,47,Estacion,combo quincho,combo quincho,130000.00,130000.0,0.00,0.0,jardin,jardin,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,1
206,148,Longchamps,combo quincho,combo quincho,130000.00,130000.0,0.00,0.0,jardin,jardin,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,1
206,315,Vidriera,combo quincho,combo quincho,130000.00,130000.0,0.00,0.0,jardin,jardin,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,1
210,45,Estacion,banco plegable,banco plegable,34000.00,34000.0,0.00,0.0,comedor,comedor,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
210,124,Longchamps,banco plegable,banco plegable,34000.00,34000.0,0.00,0.0,comedor,comedor,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
210,314,Vidriera,banco plegable,banco plegable,34000.00,34000.0,0.00,0.0,comedor,comedor,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
217,39,Estacion,cama,cama,67500.00,67500.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,pino,pino,,,,,,,0
217,283,Vidriera,cama,cama,67500.00,67500.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,pino,pino,,,,,,,0
226,17,Estacion,silla eco,silla eco,15000.00,15000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,camila,camila,,,,,0
226,129,Longchamps,silla eco,silla eco,15000.00,15000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,,camila,,,,,0
228,72,Estacion,colchon silver,colchon silver,170000.00,170000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
228,212,Vidriera,colchon silver,colchon silver,170000.00,170000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resortes,resorte,taurus,taurus,,,,,0
229,73,Estacion,colchon extra 18alto,colchon extra 18alto,118000.00,118000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
229,99,Longchamps,colchon extra 18alto,colchon extra 18alto,118000.00,118000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
229,210,Vidriera,colchon exttra 13alto,colchon extra 18alto,87000.00,118000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
230,63,Estacion,mesada,mesada,118000.00,123000.0,0.00,0.0,cocina,cocina,"1,20m","1,20m",Nuevo,Nuevo,negro,negro,,granitex,,,,,,,0
230,427,Longchamps,mesada,mesada,123000.00,123000.0,0.00,0.0,cocina,cocina,"1,20m","1,20m",Nuevo,Nuevo,.,negro,granitex,granitex,.,,,,,,0
230,431,Longchamps,mesada,mesada,118000.00,123000.0,0.00,0.0,cocina,cocina,"1,20m","1,20m",Nuevo,Nuevo,.,negro,marmolada,granitex,.,,,,,,0
231,65,Estacion,colchon standard 13alto,colchon standard 13alto,65000.00,79000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
231,98,Longchamps,colchon estandar 13alto,colchon standard 13alto,65000.00,79000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
231,209,Vidriera,colchon standard 17alto,colchon standard 13alto,79000.00,79000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
231,207,Vidriera,colchon standard 13alto,colchon standard 13alto,65000.00,79000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
231,66,Estacion,colchon standard 17alto,colchon standard 13alto,79000.00,79000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
232,68,Estacion,colchon eco 17alto,colchon eco 13alto,69000.00,69000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
232,67,Estacion,colchon eco 13alto,colchon eco 13alto,53000.00,69000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
232,97,Longchamps,colchon eco 13alto,colchon eco 13alto,53000.00,69000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
232,205,Vidriera,colchon eco 13alto,colchon eco 13alto,53000.00,69000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
232,206,Vidriera,colchon eco 17alto,colchon eco 13alto,69000.00,69000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
233,69,Estacion,colchon palace sin pillow,colchon palace con pillow,210000.00,245000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
233,100,Longchamps,colchon palace con pillow,colchon palace con pillow,245000.00,245000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
233,70,Estacion,colchon palace con pillow,colchon palace con pillow,245000.00,245000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
234,44,Estacion,combo quincho,combo quincho,115000.00,115000.0,0.00,0.0,jardin,jardin,"1,50m","1,50m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,1
234,191,Longchamps,combo quincho,combo quincho,115000.00,115000.0,0.00,0.0,jardin,jardin,"1,50m","1,50m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,1
237,80,Estacion,colchon real,colchon real,240000.00,240000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,,espuma,taurus,taurus,,,,,0
237,232,Vidriera,colchon real,colchon real,240000.00,240000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
239,71,Estacion,colchon super lujo,colchon super lujo,205000.00,205000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,,taurus,,,,,0
239,217,Vidriera,colchon super lujo,colchon super lujo,205000.00,205000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
240,9,Estacion,mesa de luz vintaje,mesa de luz vintaje,30000.00,30000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
240,363,Vidriera,mesa de luz vintage,mesa de luz vintaje,30000.00,30000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
243,77,Estacion,colchon extra,colchon extra,137000.00,137000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
243,221,Vidriera,colchon extra,colchon extra,137000.00,137000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
244,76,Estacion,colchon standard 17 alto,colchon standard 17 alto,105000.00,105000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
244,220,Vidriera,colchon standard 17alto,colchon standard 17 alto,105000.00,105000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
251,108,Longchamps,colchon palace con pillow,colchon palace sin pillow,273000.00,273000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,resorte,resorte,,taurus,,,,,0
251,107,Longchamps,colchon palace sin pillow,colchon palace sin pillow,245000.00,273000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
251,224,Vidriera,colchon palace sin pillow,colchon palace sin pillow,245000.00,273000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
254,94,Longchamps,box,box,126000.00,126000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,negro,negro,chenille,chenille,taurus,taurus,,,,,0
254,218,Vidriera,box,box,126000.00,126000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,negro,negro,chenille,chenille,taurus,taurus,,,,,0
257,104,Longchamps,colchon equis,colchon equis,260000.00,260000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
257,215,Vidriera,colchon equis,colchon equis,260000.00,260000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resosrte,resorte,taurus,taurus,,,,,0
258,64,Estacion,colchon flow,colchon flow,123000.00,123000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
258,118,Longchamps,colchon flow,colchon flow,123000.00,123000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
258,211,Vidriera,colchon flow,colchon flow,123000.00,123000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
261,115,Longchamps,colchon super lujo,colchon super lujo,315000.00,315000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
261,82,Estacion,colchon super lujo,colchon super lujo,315000.00,315000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
261,236,Vidriera,colchon super lujo,colchon super lujo,315000.00,315000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
262,83,Estacion,colchon silver,colchon silver,251000.00,251000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
262,113,Longchamps,colchon silver,colchon silver,251000.00,251000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
262,233,Vidriera,colchon silver,colchon silver,251000.00,251000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
272,141,Longchamps,biblioteca,biblioteca,38300.00,38300.0,0.00,0.0,living,living,40cm,40cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
272,366,Vidriera,biblioteca,biblioteca,38300.00,38300.0,0.00,0.0,living,living,40cm,40cm,Nuevo,Nuevo,,,pino,pino,pinito,pinitos,,,,,0
275,128,Longchamps,silla franchesca,silla franchesca,25000.00,25000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
275,288,Vidriera,silla franchesca,silla franchesca,25000.00,25000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
276,149,Estacion,hamaca gemela,hamaca gemela,155000.00,155000.0,0.00,0.0,jardin,jardin,,,Nuevo,Nuevo,,,,caño,,,,,,,0
276,319,Vidriera,hamaca gemela,hamaca gemela,155000.00,155000.0,0.00,0.0,jardin,jardin,,,Nuevo,Nuevo,,,caño,caño,,,,,,,0
283,142,Longchamps,biblioteca,biblioteca,45000.00,45000.0,0.00,0.0,living,living,60cm,60cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
283,367,Vidriera,biblioteca,biblioteca,45000.00,45000.0,0.00,0.0,living,living,60cm,60cm,Nuevo,Nuevo,,,pino,pino,pinito,pinitos,,,,,0
285,123,Longchamps,banco plegable,banco plegable,31000.00,31000.0,0.00,0.0,comedor,comedor,"1,50m","1,50m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
285,42,Estacion,banco plegable,banco plegable,31000.00,31000.0,0.00,0.0,comedor,comedor,"1,50m","1,50m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
287,167,Longchamps,placard macizo,placard macizo,102000.00,102000.0,0.00,0.0,dormitorio,dormitorio,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
287,351,Vidriera,placard macizo,placard macizo,102000.00,102000.0,0.00,0.0,dormitorio,dormitorio,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
288,168,Longchamps,placard macizo,placard macizo,210000.00,210000.0,0.00,0.0,dormitorio,dormitorio,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
288,356,Vidriera,placard macizo,placard macizo,210000.00,210000.0,0.00,0.0,dormitorio,dormitorio,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
289,171,Longchamps,alzada maciza,alzada maciza,100500.00,100500.0,0.00,0.0,cocina,cocina,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
289,354,Vidriera,alzada maciza,alzada maciza,100500.00,100500.0,0.00,0.0,cocina,cocina,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
295,189,Longchamps,silla plegable,silla plegable,19000.00,19000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
295,324,Vidriera,silla plegable,silla plegable,19000.00,19000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
296,190,Longchamps,mesa plegable,mesa plegable,39000.00,39000.0,0.00,0.0,comedor,comedor,70cm,70cm,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
296,325,Vidriera,mesa plegable,mesa plegable,39000.00,39000.0,0.00,0.0,comedor,comedor,70cm,70cm,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
297,175,Longchamps,mesa,mesa,56500.00,56500.0,0.00,0.0,comedor,comedor,"1,40m","1,40m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
297,411,Estacion,mesa,mesa,56500.00,56500.0,0.00,0.0,comedor,comedor,"1,40m","1,40m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
299,203,Longchamps,placard millenium 24,placard millenium 24,302000.00,409000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,blanco,blanco,melamina,melamina,mosconi,mosconi,,,,,0
299,489,Longchamps,placard millenium 26,placard millenium 24,409000.00,409000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,blanco,blanco,melamina,melamina,mosconi,mosconi,,,,,0
299,496,Longchamps,placard millenium 22,placard millenium 24,158000.00,409000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,blanco,blanco,melamina,melamina,mosconi,mosconi,,,,,0
301,117,Longchamps,colchon luxor,colchon luxor,490000.00,490000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
301,241,Vidriera,colchon luxor,colchon luxor,490000.00,490000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resosrte,resorte,taurus,taurus,,,,,0
305,166,Longchamps,placard corredizo,placard corredizo,96000.00,97000.0,0.00,0.0,dormitorio,dormitorio,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
305,349,Vidriera,placard corredizo,placard corredizo,97000.00,97000.0,0.00,0.0,dormitorio,dormitorio,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
306,173,Longchamps,mesa,mesa,53500.00,53500.0,0.00,0.0,comedor,comedor,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
306,412,Estacion,mesa,mesa,53500.00,53500.0,0.00,0.0,comedor,comedor,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
314,239,Longchamps,mesa plegable matera,mesa plegable matera,12000.00,12000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,machuca,machuca,,,,,0
314,334,Estacion,mesa plegable matera,mesa plegable matera,12000.00,12000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,machuca,machuca,,,,,0
324,467,Longchamps,placard darkar 12 puertas de abrir,placard darkar 12 puertas de abrir,656000.00,656000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,avellana,avellana,melamina,melamina,mosconi,mosconi,,,,,0
324,481,Longchamps,placard darkar 8 puertas de abrir,placard darkar 12 puertas de abrir,478000.00,656000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,avellana,avellana,melamina,melamina,mosconi,mosconi,,,,,0
324,478,Longchamps,placard darkar 10 puertas de abrir,placard darkar 12 puertas de abrir,569000.00,656000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,avellana,avellana,melamina,melamina,mosconi,mosconi,,,,,0
327,477,Longchamps,placard dakar 10 puertas de abrir,placard dakar 10 puertas de abrir,569000.00,656000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,venezia,venezia,melamina,melamina,mosconi,mosconi,,,,,0
327,469,Longchamps,placard darkar 12 puertas de abrir,placard dakar 10 puertas de abrir,656000.00,656000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,venezia,venezia,melamina,melamina,mosconi,mosconi,,,,,0
328,480,Longchamps,placard darkar 8 puertas de abrir,placard darkar 8 puertas de abrir,478000.00,656000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,malta,malta,melamina,melamina,mosconi,mosconi,,,,,0
328,483,Longchamps,placard darkar 6 puertas de abrir,placard darkar 8 puertas de abrir,409000.00,656000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,malta,malta,melamina,melamina,mosconi,mosconi,,,,,0
328,468,Longchamps,placard darkar 12 puertas de abrir,placard darkar 8 puertas de abrir,656000.00,656000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,malta,malta,melamina,melamina,mosconi,mosconi,,,,,0
328,479,Longchamps,placard darkar 10 puertas de abrir,placard darkar 8 puertas de abrir,569000.00,656000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,malta,malta,melamina,melamina,mosconi,mosconi,,,,,0
331,485,Longchamps,placard millenium 23,placard millenium 23,222100.00,409000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,green,green,melamina,melamina,mosconi,mosconi,,,,,0
331,488,Longchamps,placard millenium 26,placard millenium 23,409000.00,409000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,green,green,melamina,melamina,mosconi,mosconi,,,,,0
333,125,Longchamps,silla hindu eco,silla hindu eco,16500.00,16500.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,,pinitos,,,,,0
333,291,Vidriera,sillas hindu eco,silla hindu eco,16500.00,16500.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
333,647,Vidriera,silla hindu eco,silla hindu eco,16500.00,16500.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,,pinitos,,,,,0
339,143,Longchamps,biblioteca,biblioteca,50300.00,50300.0,0.00,0.0,living,living,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
339,368,Vidriera,biblioteca,biblioteca,50300.00,50300.0,0.00,0.0,living,living,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinito,pinitos,,,,,0
368,248,Longchamps,cocina master classic,cocina master classic,427000.00,503500.0,0.00,0.0,cocina,cocina,,,Nuevo,Nuevo,negro,negro,acero,acero,escorial,escorial,,,,,0
368,246,Longchamps,cocina master classic,cocina master classic,503500.00,503500.0,0.00,0.0,cocina,cocina,,,Nuevo,Nuevo,,negro,acero,acero,escorial,escorial,,,,,0
369,249,Longchamps,cocina master style,cocina master style,658000.00,658000.0,0.00,0.0,cocina,cocina,,,Nuevo,Nuevo,,negro,acero,acero,escorial,escorial,,,,,0
