cluster,id,local,old_nombre,new_nombre,old_precio_venta,new_precio_venta,old_precio_costo,new_precio_costo,old_categoria,new_categoria,old_medida,new_medida,old_estado,new_estado,old_color,new_color,old_material,new_material,old_fabricante,new_fabricante,old_codigo,new_codigo,old_descripcion,new_descripcion,is_combo
14,162,Longchamps,despensero,despensero,76500.00,76500.0,0.00,0.0,cocina,cocina,40cm,40cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
14,361,Vidriera,despensero,despensero,76500.00,76500.0,0.00,0.0,cocina,cocina,40cm,40cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
15,45,Estacion,banco plegable,banco plegable,34000.00,34000.0,0.00,0.0,comedor,comedor,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
15,124,Longchamps,banco plegable,banco plegable,34000.00,34000.0,0.00,0.0,comedor,comedor,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
15,314,Vidriera,banco plegable,banco plegable,34000.00,34000.0,0.00,0.0,comedor,comedor,2m,2m,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
16,39,Estacion,cama,cama,67500.00,67500.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,pino,pino,,,,,,,0
16,283,Vidriera,cama,cama,67500.00,67500.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,pino,pino,,,,,,,0
17,17,Estacion,silla eco,silla eco,15000.00,15000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,camila,camila,,,,,0
17,129,Longchamps,silla eco,silla eco,15000.00,15000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,camila,camila,,,,,0
25,91,Estacion,taburete,taburete,12500.00,12500.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
25,169,Longchamps,taburete,taburete,12500.00,12500.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
26,95,Longchamps,box,box,141000.00,141000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,negro,negro,chenille,chenille,taurus,taurus,,,,,0
26,229,Vidriera,box,box,141000.00,141000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,negro,negro,chenille,chenille,taurus,taurus,,,,,0
26,78,Estacion,box,box,141000.00,141000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,negro,negro,chenille,chenille,taurus,taurus,,,,,0
27,736,Longchamps,bicicleta niño,bicicleta niño,241000.00,241000.0,0.00,0.0,infantil,infantil,"rodado 16""","rodado 16""",Nuevo,Nuevo,violeta,violeta,,,twin,twin,,,,,0
27,516,Vidriera,bicicleta niño,bicicleta niño,241000.00,241000.0,0.00,0.0,infantil,infantil,"rodado 16""","rodado 16""",Nuevo,Nuevo,violeta,violeta,,,twin,twin,,,,,0
28,811,Longchamps,desmalezadora,desmalezadora,160000.00,160000.0,0.00,0.0,herramientas,herramientas,,,Nuevo,Nuevo,naranja,naranja,,,kld,kld,,,,,0
28,426,Vidriera,desmalezadora,desmalezadora,160000.00,160000.0,0.00,0.0,herramientas,herramientas,,,Nuevo,Nuevo,naranja,naranja,,,kld,kld,,,,,0
29,72,Estacion,colchon silver,colchon silver,170000.00,170000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
29,212,Vidriera,colchon silver,colchon silver,170000.00,170000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
30,66,Estacion,colchon standard 13alto,colchon standard 13alto,79000.00,79000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
30,98,Longchamps,colchon standard 13alto,colchon standard 13alto,79000.00,79000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
30,209,Vidriera,colchon standard 13alto,colchon standard 13alto,79000.00,79000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
31,68,Estacion,colchon eco 13alto,colchon eco 13alto,69000.00,69000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
31,97,Longchamps,colchon eco 13alto,colchon eco 13alto,69000.00,69000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
31,206,Vidriera,colchon eco 13alto,colchon eco 13alto,69000.00,69000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
32,70,Estacion,colchon palace con pillow,colchon palace con pillow,245000.00,245000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
32,100,Longchamps,colchon palace con pillow,colchon palace con pillow,245000.00,245000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
33,44,Estacion,combo quincho,combo quincho,115000.00,115000.0,0.00,0.0,jardin,jardin,"1,50m","1,50m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,1
33,191,Longchamps,combo quincho,combo quincho,115000.00,115000.0,0.00,0.0,jardin,jardin,"1,50m","1,50m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,1
34,80,Estacion,colchon real,colchon real,240000.00,240000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
34,232,Vidriera,colchon real,colchon real,240000.00,240000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
35,71,Estacion,colchon super lujo,colchon super lujo,205000.00,205000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
35,217,Vidriera,colchon super lujo,colchon super lujo,205000.00,205000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
36,9,Estacion,mesa de luz vintaje,mesa de luz vintaje,30000.00,30000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
36,363,Vidriera,mesa de luz vintaje,mesa de luz vintaje,30000.00,30000.0,0.00,0.0,dormitorio,dormitorio,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
37,77,Estacion,colchon extra,colchon extra,137000.00,137000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
37,221,Vidriera,colchon extra,colchon extra,137000.00,137000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
44,119,Longchamps,colchon quantium,colchon quantium,970000.00,970000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
44,254,Vidriera,colchon quantium,colchon quantium,970000.00,970000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
45,76,Estacion,colchon standard 17 alto,colchon standard 17 alto,105000.00,105000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
45,220,Vidriera,colchon standard 17 alto,colchon standard 17 alto,105000.00,105000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
46,107,Longchamps,colchon palace sin pillow,colchon palace sin pillow,273000.00,273000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
46,224,Vidriera,colchon palace sin pillow,colchon palace sin pillow,273000.00,273000.0,0.00,0.0,dormitorio,dormitorio,1 1/2 plaza,1 1/2 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
47,94,Longchamps,box,box,126000.00,126000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,negro,negro,chenille,chenille,taurus,taurus,,,,,0
47,218,Vidriera,box,box,126000.00,126000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,negro,negro,chenille,chenille,taurus,taurus,,,,,0
48,104,Longchamps,colchon equis,colchon equis,260000.00,260000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
48,215,Vidriera,colchon equis,colchon equis,260000.00,260000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
49,64,Estacion,colchon flow,colchon flow,123000.00,123000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
49,118,Longchamps,colchon flow,colchon flow,123000.00,123000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
49,211,Vidriera,colchon flow,colchon flow,123000.00,123000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
51,115,Longchamps,colchon super lujo,colchon super lujo,315000.00,315000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
51,82,Estacion,colchon super lujo,colchon super lujo,315000.00,315000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
51,236,Vidriera,colchon super lujo,colchon super lujo,315000.00,315000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
52,83,Estacion,colchon silver,colchon silver,251000.00,251000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
52,113,Longchamps,colchon silver,colchon silver,251000.00,251000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
52,233,Vidriera,colchon silver,colchon silver,251000.00,251000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
53,128,Longchamps,silla franchesca,silla franchesca,25000.00,25000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
53,288,Vidriera,silla franchesca,silla franchesca,25000.00,25000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
54,319,Vidriera,hamaca gemela,hamaca gemela,155000.00,155000.0,0.00,0.0,jardin,jardin,,,Nuevo,Nuevo,,,caño,caño,,,,,,,0
54,149,Estacion,hamaca gemela,hamaca gemela,155000.00,155000.0,0.00,0.0,jardin,jardin,,,Nuevo,Nuevo,,,caño,caño,,,,,,,0
55,142,Longchamps,biblioteca,biblioteca,45000.00,45000.0,0.00,0.0,living,living,60cm,60cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
55,367,Vidriera,biblioteca,biblioteca,45000.00,45000.0,0.00,0.0,living,living,60cm,60cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
56,123,Longchamps,banco plegable,banco plegable,31000.00,31000.0,0.00,0.0,comedor,comedor,"1,50m","1,50m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
56,42,Estacion,banco plegable,banco plegable,31000.00,31000.0,0.00,0.0,comedor,comedor,"1,50m","1,50m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
57,167,Longchamps,placard macizo,placard macizo,102000.00,102000.0,0.00,0.0,dormitorio,dormitorio,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
57,351,Vidriera,placard macizo,placard macizo,102000.00,102000.0,0.00,0.0,dormitorio,dormitorio,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
58,168,Longchamps,placard macizo,placard macizo,210000.00,210000.0,0.00,0.0,dormitorio,dormitorio,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
58,356,Vidriera,placard macizo,placard macizo,210000.00,210000.0,0.00,0.0,dormitorio,dormitorio,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
59,171,Longchamps,alzada maciza,alzada maciza,100500.00,100500.0,0.00,0.0,cocina,cocina,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
59,354,Vidriera,alzada maciza,alzada maciza,100500.00,100500.0,0.00,0.0,cocina,cocina,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
60,189,Longchamps,silla plegable,silla plegable,19000.00,19000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
60,324,Vidriera,silla plegable,silla plegable,19000.00,19000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
61,190,Longchamps,mesa plegable,mesa plegable,39000.00,39000.0,0.00,0.0,comedor,comedor,70cm,70cm,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
61,325,Vidriera,mesa plegable,mesa plegable,39000.00,39000.0,0.00,0.0,comedor,comedor,70cm,70cm,Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
62,175,Longchamps,mesa,mesa,56500.00,56500.0,0.00,0.0,comedor,comedor,"1,40m","1,40m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
62,411,Estacion,mesa,mesa,56500.00,56500.0,0.00,0.0,comedor,comedor,"1,40m","1,40m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
63,117,Longchamps,colchon luxor,colchon luxor,490000.00,490000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
63,241,Vidriera,colchon luxor,colchon luxor,490000.00,490000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,resorte,resorte,taurus,taurus,,,,,0
64,166,Longchamps,placard corredizo,placard corredizo,97000.00,97000.0,0.00,0.0,dormitorio,dormitorio,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
64,349,Vidriera,placard corredizo,placard corredizo,97000.00,97000.0,0.00,0.0,dormitorio,dormitorio,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
71,256,Vidriera,box,box,159000.00,159000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,negro,negro,chenille,chenille,taurus,taurus,,,,,0
71,96,Longchamps,box,box,159000.00,159000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,negro,negro,chenille,chenille,taurus,taurus,,,,,0
72,165,Longchamps,modular,modular,114000.00,114000.0,0.00,0.0,living,living,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
72,359,Vidriera,modular,modular,114000.00,114000.0,0.00,0.0,living,living,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
73,53,Estacion,"ventilador turbo 20""","ventilador turbo 20""",39000.00,39000.0,0.00,0.0,electrodomesticos,electrodomesticos,,,Nuevo,Nuevo,,,paleta plastica,paleta plastica,star track,star track,STTG31-20,STTG31-20,,,0
73,200,Longchamps,"ventilador turbo 20""","ventilador turbo 20""",39000.00,39000.0,0.00,0.0,electrodomesticos,electrodomesticos,,,Nuevo,Nuevo,,,paleta plastica,paleta plastica,star track,star track,,STTG31-20,,,0
74,188,Longchamps,vestidor,vestidor,53000.00,53000.0,0.00,0.0,dormitorio,dormitorio,"1,40m","1,40m",Nuevo,Nuevo,,,pino,pino,machuca,machuca,,,,,0
74,548,Vidriera,vestidor,vestidor,53000.00,53000.0,0.00,0.0,dormitorio,dormitorio,"1,40m","1,40m",Nuevo,Nuevo,,,pino,pino,machuca,machuca,,,,,0
75,185,Longchamps,toallero,toallero,38000.00,38000.0,0.00,0.0,baño,baño,80cm,80cm,Nuevo,Nuevo,,,pino,pino,machuca,machuca,,,,,0
75,732,Vidriera,toallero,toallero,38000.00,38000.0,0.00,0.0,baño,baño,80cm,80cm,Nuevo,Nuevo,,,pino,pino,machuca,machuca,,,,,0
76,183,Longchamps,toallero,toallero,26000.00,26000.0,0.00,0.0,baño,baño,40cm,40cm,Nuevo,Nuevo,,,pino,pino,machuca,machuca,,,,,0
76,734,Vidriera,toallero,toallero,26000.00,26000.0,0.00,0.0,baño,baño,40cm,40cm,Nuevo,Nuevo,,,pino,pino,machuca,machuca,,,,,0
77,721,Cane,auriculares,auriculares,29000.00,29000.0,0.00,0.0,tecnologia,tecnologia,,,Nuevo,Nuevo,negro,negro,,,soul,soul,,BT350,,,0
77,706,Estacion,auriculares,auriculares,29000.00,29000.0,0.00,0.0,tecnologia,tecnologia,,,Nuevo,Nuevo,negro,negro,,,soul,soul,BT350,BT350,,,0
79,173,Longchamps,mesa,mesa,53500.00,53500.0,0.00,0.0,comedor,comedor,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
79,412,Estacion,mesa,mesa,53500.00,53500.0,0.00,0.0,comedor,comedor,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,ramon,ramon,,,,,0
80,239,Longchamps,mesa plegable matera,mesa plegable matera,12000.00,12000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,machuca,machuca,,,,,0
80,334,Estacion,mesa plegable matera,mesa plegable matera,12000.00,12000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,machuca,machuca,,,,,0
81,125,Longchamps,silla hindu eco,silla hindu eco,16500.00,16500.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
81,647,Vidriera,silla hindu eco,silla hindu eco,16500.00,16500.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
84,102,Longchamps,colchon gold jackard sin pillow,colchon gold jackard sin pillow,480000.00,480000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
84,79,Estacion,colchon gold jackard sin pillow,colchon gold jackard sin pillow,480000.00,480000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
84,240,Vidriera,colchon gold jackard sin pillow,colchon gold jackard sin pillow,480000.00,480000.0,0.00,0.0,dormitorio,dormitorio,2 1/2 plazas,2 1/2 plazas,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,0
85,143,Longchamps,biblioteca,biblioteca,50300.00,50300.0,0.00,0.0,living,living,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
85,368,Vidriera,biblioteca,biblioteca,50300.00,50300.0,0.00,0.0,living,living,80cm,80cm,Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
86,249,Longchamps,cocina master style,cocina master style,658000.00,658000.0,0.00,0.0,cocina,cocina,,,Nuevo,Nuevo,negro,negro,acero,acero,escorial,escorial,,,,,0
86,417,Vidriera,cocina master style,cocina master style,658000.00,658000.0,0.00,0.0,cocina,cocina,,,Nuevo,Nuevo,negro,negro,acero,acero,escorial,escorial,,,,,0
86,638,Estacion,cocina master style,cocina master style,658000.00,658000.0,0.00,0.0,cocina,cocina,,,Nuevo,Nuevo,negro,negro,acero,acero,escorial,escorial,,,,,0
87,297,Vidriera,silla ella,silla ella,67000.00,67000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,gris,gris,caño,caño,maña,maña,,,,,0
87,556,Estacion,silla ella,silla ella,67000.00,67000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,gris,gris,caño,caño,maña,maña,,,,,0
87,645,Longchamps,silla ella,silla ella,67000.00,67000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,gris,gris,caño,caño,maña,maña,,,,,0
88,298,Vidriera,silla reyna,silla reyna,104000.00,104000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,flores,flores,caño,caño,lucy,lucy,,,,,0
88,561,Estacion,silla reyna,silla reyna,104000.00,104000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,flores,flores,caño,caño,lucy,lucy,,,,,0
88,648,Longchamps,silla reyna,silla reyna,104000.00,104000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,flores,flores,caño,caño,lucy,lucy,,,,,0
89,302,Vidriera,silla adriana,silla adriana,57000.00,57000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,marron,marron,caño,caño,ezequiel,ezequiel,,,,,0
89,558,Estacion,silla adriana,silla adriana,57000.00,57000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,marron,marron,caño,caño,ezequiel,ezequiel,,,,,0
89,684,Longchamps,silla adriana,silla adriana,57000.00,57000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,marron,marron,caño,caño,ezequiel,ezequiel,,,,,0
90,357,Vidriera,alzada corrediza,alzada corrediza,82000.00,82000.0,0.00,0.0,cocina,cocina,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
90,408,Longchamps,alzada corrediza,alzada corrediza,82000.00,82000.0,0.00,0.0,cocina,cocina,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
91,358,Vidriera,placard corredizo,placard corredizo,210000.00,210000.0,0.00,0.0,dormitorio,dormitorio,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
91,407,Longchamps,placard corredizo,placard corredizo,210000.00,210000.0,0.00,0.0,dormitorio,dormitorio,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
92,352,Vidriera,placard macizo,placard macizo,127500.00,127500.0,0.00,0.0,dormitorio,dormitorio,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
92,406,Longchamps,placard macizo,placard macizo,127500.00,127500.0,0.00,0.0,dormitorio,dormitorio,"1,20m","1,20m",Nuevo,Nuevo,,,pino,pino,pinitos,pinitos,,,,,0
93,517,Vidriera,cocina compacta,cocina compacta,380000.00,380000.0,0.00,0.0,cocina,cocina,196x2m,196x2m,Nuevo,Nuevo,nebraska,nebraska,melamina,melamina,mosconi,mosconi,,,,,0
93,534,Longchamps,cocina compacta,cocina compacta,380000.00,380000.0,0.00,0.0,cocina,cocina,196x2m,196x2m,Nuevo,Nuevo,nebraska,nebraska,melamina,melamina,mosconi,mosconi,,,,,0
94,559,Estacion,silla cupula,silla cupula,47500.00,47500.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,gris,gris,caño,caño,ezequiel,ezequiel,,,,,0
94,680,Longchamps,silla cupula,silla cupula,47500.00,47500.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,gris,gris,caño,caño,ezequiel,ezequiel,,,,,0
95,628,Vidriera,combo sommier flow,combo sommier flow,240000.00,240000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,1
95,629,Longchamps,combo sommier flow,combo sommier flow,240000.00,240000.0,0.00,0.0,dormitorio,dormitorio,1 plaza,1 plaza,Nuevo,Nuevo,,,espuma,espuma,taurus,taurus,,,,,1
